order_id,order_placement_time,time_of_day,is_weekend,restaurant_type,is_specialty_item,order_volume_items,dine_in_traffic_volume,other_app_traffic_volume,initial_zomato_predicted_kpt_mins,actual_prep_time_ground_truth_mins,rider_arrival_time_mins,merchant_marked_for_time_mins,dispatch_time_mins,delivery_time_mins,restaurant_closed_after_arrival,rider_wait_time_at_pickup_mins,eta_prediction_error_mins,cancellation_flag
ORD_005776,2024-02-17 17:47:00,Night/Dinner,1,Dine-in Restaurant,1,2,21,4,10.2,13.1,22.9,24.2,22.9,34.948673681163676,0,0.0,2.9000000000000004,0
ORD_005777,2024-02-13 02:02:00,Late Night,0,Dine-in Restaurant,0,9,17,7,34.6,43.2,26.9,43.6,43.2,67.2,0,16.300000000000004,8.600000000000001,0
ORD_005778,2024-02-29 11:47:00,Day/Lunch,0,Dine-in Restaurant,0,7,6,11,27.7,33.1,36.0,35.5,36.0,61.97180241483063,0,0.0,5.400000000000002,0
ORD_005779,2024-02-10 23:52:00,Late Night,1,Dine-in Restaurant,0,7,27,3,29.5,37.0,34.0,37.7,37.0,57.0,0,3.0,7.5,0
ORD_005780,2024-02-03 18:54:00,Night/Dinner,1,Cloud Kitchen,1,1,0,42,4.6,15.4,1.4,18.4,15.4,40.4,0,14.0,10.8,0
ORD_005781,2024-02-02 18:32:00,Night/Dinner,0,Dine-in Restaurant,1,9,16,2,34.8,30.6,39.1,31.1,39.1,67.07930165345934,0,0.0,4.199999999999996,0
ORD_005782,2024-02-17 11:49:00,Day/Lunch,1,Quick Service/Kiosk,0,9,7,4,34.8,39.3,30.2,40.4,39.3,63.3,0,9.099999999999998,4.5,0
ORD_005783,2024-02-26 11:51:00,Day/Lunch,0,Quick Service/Kiosk,0,2,1,4,9.6,9.5,13.9,9.9,13.9,29.926162828255972,0,0.0,0.09999999999999964,0
ORD_005784,2024-02-03 08:58:00,Morning,1,Dine-in Restaurant,0,9,28,19,34.1,50.1,41.5,51.4,50.1,68.1,0,8.600000000000001,16.0,0
ORD_005785,2024-02-25 19:29:00,Night/Dinner,1,Dine-in Restaurant,1,2,67,20,7.3,31.7,8.3,33.2,31.7,51.7,0,23.4,24.4,1
ORD_005786,2024-02-22 04:16:00,Late Night,0,Cloud Kitchen,1,2,0,33,6.4,15.5,6.7,17.7,15.5,44.5,0,8.8,9.1,0
ORD_005787,2024-02-29 21:03:00,Night/Dinner,0,Cloud Kitchen,0,8,0,50,33.1,47.0,30.6,47.0,47.0,71.0,0,16.4,13.899999999999999,0
ORD_005788,2024-02-07 14:58:00,Day/Lunch,0,Dine-in Restaurant,1,3,32,26,14.3,25.8,21.6,26.5,25.8,35.8,0,4.199999999999999,11.5,0
ORD_005789,2024-02-23 13:28:00,Day/Lunch,0,Dine-in Restaurant,0,3,22,28,7.0,27.0,9.9,27.8,27.0,44.0,0,17.1,20.0,0
ORD_005790,2024-02-05 04:30:00,Late Night,0,Cloud Kitchen,0,7,0,10,25.9,31.0,26.0,32.8,31.0,59.0,0,5.0,5.100000000000001,0
ORD_005791,2024-02-08 09:09:00,Morning,0,Cloud Kitchen,0,6,0,28,23.3,32.4,32.4,33.4,32.4,50.441453765255076,0,0.0,9.099999999999998,0
ORD_005792,2024-02-18 22:42:00,Late Night,1,Dine-in Restaurant,0,7,25,3,29.8,36.4,37.8,39.1,37.8,66.84908576771906,0,0.0,6.599999999999998,0
ORD_005793,2024-02-24 16:25:00,Night/Dinner,1,Cloud Kitchen,0,6,0,16,21.2,28.8,23.2,30.3,28.8,51.8,0,5.600000000000001,7.600000000000001,0
ORD_005794,2024-02-07 22:37:00,Late Night,0,Quick Service/Kiosk,1,9,0,3,37.5,26.1,39.9,28.5,39.9,59.883580104662926,0,0.0,11.399999999999999,0
ORD_005795,2024-02-17 19:52:00,Night/Dinner,1,Dine-in Restaurant,0,2,72,20,10.9,35.6,18.2,38.2,35.6,51.6,0,17.400000000000002,24.700000000000003,0
ORD_005796,2024-02-19 13:17:00,Day/Lunch,0,Cloud Kitchen,0,8,0,68,32.2,52.4,34.2,55.3,52.4,67.4,0,18.199999999999996,20.199999999999996,0
ORD_005797,2024-02-05 14:46:00,Day/Lunch,0,Dine-in Restaurant,0,6,56,22,24.8,47.4,19.7,49.9,47.4,57.4,0,27.7,22.599999999999998,1
ORD_005798,2024-02-07 03:30:00,Late Night,0,Dine-in Restaurant,0,4,6,2,15.9,18.4,18.8,21.0,18.8,43.788918769697204,0,0.0,2.4999999999999982,0
ORD_005799,2024-02-20 12:22:00,Day/Lunch,0,Dine-in Restaurant,0,6,9,8,20.9,29.1,26.3,32.0,29.1,42.1,0,2.8000000000000007,8.200000000000003,0
ORD_005800,2024-02-24 17:26:00,Night/Dinner,1,Dine-in Restaurant,0,6,9,7,23.0,28.8,31.2,31.3,31.2,57.22754992078742,0,0.0,5.800000000000001,0
ORD_005801,2024-02-16 18:52:00,Night/Dinner,0,Quick Service/Kiosk,0,3,6,4,13.9,15.0,24.3,15.6,24.3,46.32799366262963,0,0.0,1.0999999999999996,0
ORD_005802,2024-02-08 00:05:00,Late Night,0,Cloud Kitchen,0,8,0,23,33.7,38.9,45.6,47.3,45.6,58.634751304757216,0,0.0,5.199999999999996,0
ORD_005803,2024-02-06 11:20:00,Day/Lunch,0,Dine-in Restaurant,0,5,13,7,21.4,26.0,21.8,28.1,26.0,48.0,0,4.199999999999999,4.600000000000001,0
ORD_005804,2024-02-04 13:14:00,Day/Lunch,1,Dine-in Restaurant,0,4,67,22,15.7,42.7,17.9,44.4,42.7,68.7,0,24.800000000000004,27.000000000000004,1
ORD_005805,2024-02-11 05:24:00,Late Night,1,Cloud Kitchen,0,2,0,31,9.3,17.3,2.8,17.8,17.3,41.3,0,14.5,8.0,0
ORD_005806,2024-02-25 04:03:00,Late Night,1,Dine-in Restaurant,0,1,24,13,4.1,15.1,2.6,15.2,15.1,41.1,0,12.5,11.0,0
ORD_005807,2024-02-07 16:26:00,Night/Dinner,0,Dine-in Restaurant,0,7,13,13,24.6,35.8,18.1,36.5,35.8,55.8,0,17.699999999999996,11.199999999999996,0
ORD_005808,2024-02-15 12:40:00,Day/Lunch,0,Cloud Kitchen,1,3,0,39,10.2,20.1,19.7,22.7,20.1,49.1,0,0.40000000000000213,9.900000000000002,0
ORD_005809,2024-02-15 17:16:00,Night/Dinner,0,Quick Service/Kiosk,1,3,9,1,10.7,11.4,12.7,12.2,12.7,31.709167465400103,0,0.0,0.7000000000000011,0
ORD_005810,2024-02-11 23:23:00,Late Night,1,Dine-in Restaurant,1,3,40,4,9.5,21.6,12.3,22.9,21.6,49.6,0,9.3,12.100000000000001,0
ORD_005811,2024-02-13 22:45:00,Late Night,0,Cloud Kitchen,0,3,0,16,11.8,16.8,17.8,19.8,17.8,28.769364293752318,0,0.0,5.0,0
ORD_005812,2024-02-28 20:44:00,Night/Dinner,0,Dine-in Restaurant,0,2,26,10,9.5,18.8,11.6,20.3,18.8,39.8,0,7.200000000000001,9.3,0
ORD_005813,2024-02-09 17:49:00,Night/Dinner,0,Cloud Kitchen,1,6,0,37,27.7,27.9,30.5,32.1,30.5,41.46325365627561,0,0.0,0.1999999999999993,0
ORD_005814,2024-02-24 04:33:00,Late Night,1,Cloud Kitchen,0,3,0,45,10.7,25.5,11.0,27.9,25.5,37.5,0,14.5,14.8,0
ORD_005815,2024-02-11 03:27:00,Late Night,1,Quick Service/Kiosk,0,1,6,4,2.8,7.0,6.3,9.6,7.0,21.0,0,0.7000000000000002,4.2,0
ORD_005816,2024-02-01 02:03:00,Late Night,0,Cloud Kitchen,1,9,0,27,37.8,33.3,46.2,47.2,46.2,68.22934624742628,0,0.0,4.5,0
ORD_005817,2024-02-10 22:32:00,Late Night,1,Dine-in Restaurant,0,6,10,21,22.7,33.3,34.2,34.9,34.2,45.15536877703135,0,0.0,10.599999999999998,0
ORD_005818,2024-02-27 09:02:00,Morning,0,Dine-in Restaurant,0,6,14,2,26.2,28.8,24.8,31.5,28.8,51.8,0,4.0,2.6000000000000014,0
ORD_005819,2024-02-28 00:59:00,Late Night,0,Dine-in Restaurant,1,9,7,6,36.0,29.1,43.3,30.9,43.3,70.28065877553138,0,0.0,6.899999999999999,0
ORD_005820,2024-02-25 14:58:00,Day/Lunch,1,Cloud Kitchen,1,2,0,45,7.4,19.1,2.7,20.9,19.1,39.1,0,16.400000000000002,11.700000000000001,0
ORD_005821,2024-02-22 13:01:00,Day/Lunch,0,Quick Service/Kiosk,1,9,0,6,35.5,27.0,30.9,28.7,30.9,54.910849174222975,0,0.0,8.5,0
ORD_005822,2024-02-26 20:40:00,Night/Dinner,0,Cloud Kitchen,0,3,0,54,15.5,28.2,15.2,28.3,28.2,42.2,0,13.0,12.7,0
ORD_005823,2024-02-15 17:05:00,Night/Dinner,0,Cloud Kitchen,1,3,0,37,11.9,19.5,11.2,20.2,19.5,31.5,0,8.3,7.6,0
ORD_005824,2024-02-24 13:51:00,Day/Lunch,1,Dine-in Restaurant,1,3,25,27,9.5,24.0,9.4,26.0,24.0,51.0,0,14.6,14.5,0
ORD_005825,2024-02-16 22:59:00,Late Night,0,Dine-in Restaurant,1,1,10,2,7.7,6.4,7.9,6.5,7.9,24.94301588372283,0,0.0,1.2999999999999998,0
ORD_005826,2024-02-18 19:48:00,Night/Dinner,1,Dine-in Restaurant,1,7,62,27,29.6,46.3,34.3,48.1,46.3,61.3,0,12.0,16.699999999999996,0
ORD_005827,2024-02-06 12:13:00,Day/Lunch,0,Dine-in Restaurant,0,7,6,2,28.4,30.4,37.2,30.6,37.2,59.22800667148799,0,0.0,2.0,0
ORD_005828,2024-02-27 02:46:00,Late Night,0,Dine-in Restaurant,0,2,15,10,2.2,15.5,13.4,15.5,15.5,43.5,0,2.0999999999999996,13.3,0
ORD_005829,2024-02-15 21:45:00,Night/Dinner,0,Cloud Kitchen,1,6,0,30,22.7,25.8,28.3,30.1,28.3,47.31162325083205,0,0.0,3.1000000000000014,0
ORD_005830,2024-02-01 08:35:00,Morning,0,Dine-in Restaurant,0,4,5,11,15.8,20.8,24.2,23.5,24.2,34.21096510639779,0,0.0,5.0,0
ORD_005831,2024-02-29 12:26:00,Day/Lunch,0,Cloud Kitchen,0,7,0,18,25.4,33.4,23.1,34.3,33.4,52.4,0,10.299999999999997,8.0,0
ORD_005832,2024-02-18 06:34:00,Morning,1,Cloud Kitchen,1,7,0,31,27.0,28.9,33.1,34.9,33.1,53.103202044679065,0,0.0,1.8999999999999986,0
ORD_005833,2024-02-10 03:06:00,Late Night,1,Dine-in Restaurant,0,4,19,21,13.9,28.0,13.0,28.2,28.0,42.0,0,15.0,14.1,0
ORD_005834,2024-03-01 22:40:00,Late Night,0,Cloud Kitchen,0,3,0,16,12.6,16.8,20.4,18.0,20.4,30.42916709303282,0,0.0,4.200000000000001,0
ORD_005835,2024-02-04 10:22:00,Morning,1,Dine-in Restaurant,0,7,43,3,29.7,41.8,33.8,43.2,41.8,51.8,0,8.0,12.099999999999998,0
ORD_005836,2024-02-26 03:59:00,Late Night,0,Dine-in Restaurant,0,9,7,9,37.5,40.8,41.0,42.0,41.0,69.01623433707414,0,0.0,3.299999999999997,0
ORD_005837,2024-02-21 02:20:00,Late Night,0,Dine-in Restaurant,0,4,7,9,17.5,20.8,16.0,21.8,20.8,47.8,0,4.800000000000001,3.3000000000000007,0
ORD_005838,2024-02-09 02:18:00,Late Night,0,Dine-in Restaurant,1,6,23,5,22.7,25.2,21.7,27.0,25.2,39.2,0,3.5,2.5,0
ORD_005839,2024-02-11 01:09:00,Late Night,1,Cloud Kitchen,0,7,0,57,31.4,45.1,25.9,47.1,45.1,66.1,0,19.200000000000003,13.700000000000003,0
ORD_005840,2024-02-01 10:29:00,Morning,0,Quick Service/Kiosk,0,3,3,4,12.5,14.1,11.5,17.0,14.1,28.1,0,2.5999999999999996,1.5999999999999996,0
ORD_005841,2024-02-06 03:24:00,Late Night,0,Dine-in Restaurant,1,5,14,11,16.1,21.5,14.3,21.9,21.5,35.5,0,7.199999999999999,5.399999999999999,0
ORD_005842,2024-02-22 09:27:00,Morning,0,Dine-in Restaurant,0,1,8,8,5.1,8.8,3.2,11.5,8.8,34.8,0,5.6000000000000005,3.700000000000001,0
ORD_005843,2024-02-22 13:24:00,Day/Lunch,0,Dine-in Restaurant,0,6,30,10,22.4,36.0,22.4,38.4,36.0,49.0,0,13.600000000000001,13.600000000000001,0
ORD_005844,2024-02-15 14:18:00,Day/Lunch,0,Cloud Kitchen,1,5,0,40,19.5,26.0,32.3,33.3,32.3,58.335718156819965,0,0.0,6.5,0
ORD_005845,2024-02-18 16:13:00,Night/Dinner,1,Dine-in Restaurant,0,7,31,9,28.5,40.0,38.4,40.6,40.0,61.0,0,1.6000000000000014,11.5,0
ORD_005846,2024-02-15 05:24:00,Late Night,0,Cloud Kitchen,1,9,0,37,36.8,36.3,46.1,46.8,46.1,75.08106530649663,0,0.0,0.5,0
ORD_005847,2024-02-26 13:23:00,Day/Lunch,0,Cloud Kitchen,1,4,0,66,18.1,31.0,17.5,32.3,31.0,57.0,0,13.5,12.899999999999999,0
ORD_005848,2024-02-02 18:07:00,Night/Dinner,0,Dine-in Restaurant,1,9,26,5,36.4,34.5,38.6,39.9,38.6,61.56290960615828,0,0.0,1.8999999999999986,0
ORD_005849,2024-02-07 15:37:00,Day/Lunch,0,Quick Service/Kiosk,0,6,3,4,26.7,26.1,26.6,27.8,26.6,52.610335737452644,0,0.0,0.5999999999999979,0
ORD_005850,2024-02-16 11:53:00,Day/Lunch,0,Dine-in Restaurant,0,5,21,11,19.2,29.6,15.2,30.9,29.6,58.6,0,14.400000000000002,10.400000000000002,0
ORD_005851,2024-02-18 14:08:00,Day/Lunch,1,Quick Service/Kiosk,0,2,0,5,10.2,9.5,12.1,11.6,12.1,35.14664051022351,0,0.0,0.6999999999999993,0
ORD_005852,2024-03-01 00:59:00,Late Night,0,Dine-in Restaurant,1,1,24,5,1.4,11.5,4.7,13.6,11.5,37.5,0,6.8,10.1,0
ORD_005853,2024-02-13 04:16:00,Late Night,0,Dine-in Restaurant,1,8,22,12,29.4,32.6,36.9,38.2,36.9,59.91212682291455,0,0.0,3.200000000000003,0
ORD_005854,2024-02-01 03:58:00,Late Night,0,Cloud Kitchen,1,6,0,18,25.0,22.2,27.6,23.9,27.6,51.58743061899571,0,0.0,2.8000000000000007,0
ORD_005855,2024-02-01 00:37:00,Late Night,0,Cloud Kitchen,0,7,0,25,25.6,35.5,15.6,36.1,35.5,63.5,0,19.9,9.899999999999999,0
ORD_005856,2024-02-25 06:49:00,Morning,1,Quick Service/Kiosk,0,6,10,3,25.8,27.9,23.5,29.6,27.9,41.9,0,4.399999999999999,2.099999999999998,0
ORD_005857,2024-02-13 16:27:00,Night/Dinner,0,Dine-in Restaurant,0,7,22,2,28.8,35.2,28.1,35.4,35.2,61.2,0,7.100000000000001,6.400000000000002,0
ORD_005858,2024-02-01 05:56:00,Late Night,0,Quick Service/Kiosk,0,9,9,0,38.0,38.7,31.7,40.4,38.7,48.7,0,7.0000000000000036,0.7000000000000028,0
ORD_005859,2024-02-09 19:41:00,Night/Dinner,0,Dine-in Restaurant,1,5,18,18,21.4,24.8,20.6,26.7,24.8,40.8,0,4.199999999999999,3.400000000000002,0
ORD_005860,2024-02-25 17:51:00,Night/Dinner,1,Dine-in Restaurant,0,1,28,7,6.2,14.5,12.8,17.4,14.5,29.5,0,1.6999999999999993,8.3,0
ORD_005861,2024-02-08 07:12:00,Morning,0,Dine-in Restaurant,0,1,22,6,6.2,12.4,5.4,13.7,12.4,36.4,0,7.0,6.2,0
ORD_005862,2024-02-15 00:55:00,Late Night,0,Cloud Kitchen,1,9,0,33,36.5,35.1,42.2,43.4,42.2,68.19846891554747,0,0.0,1.3999999999999986,0
ORD_005863,2024-02-01 04:27:00,Late Night,0,Cloud Kitchen,0,5,0,24,19.8,27.2,22.2,28.6,27.2,37.2,0,5.0,7.399999999999999,0
ORD_005864,2024-02-05 15:01:00,Day/Lunch,0,Dine-in Restaurant,1,2,10,9,10.2,11.3,16.8,12.1,16.8,36.774614673761846,0,0.0,1.1000000000000014,0
ORD_005865,2024-02-25 13:12:00,Day/Lunch,1,Dine-in Restaurant,0,3,17,15,15.6,21.6,10.4,21.9,21.6,31.6,0,11.200000000000001,6.000000000000002,0
ORD_005866,2024-02-01 11:11:00,Day/Lunch,0,Dine-in Restaurant,1,1,22,13,3.5,13.3,7.8,15.2,13.3,32.3,0,5.500000000000001,9.8,0
ORD_005867,2024-02-10 12:25:00,Day/Lunch,1,Dine-in Restaurant,0,6,28,18,26.3,37.8,24.8,38.0,37.8,55.8,0,12.999999999999996,11.499999999999996,0
ORD_005868,2024-02-03 00:48:00,Late Night,1,Dine-in Restaurant,0,6,24,6,23.6,33.0,32.0,34.3,33.0,47.0,0,1.0,9.399999999999999,0
ORD_005869,2024-02-19 05:15:00,Late Night,0,Cloud Kitchen,0,3,0,16,11.3,16.8,6.9,16.8,16.8,39.8,0,9.9,5.5,0
ORD_005870,2024-02-11 06:52:00,Morning,1,Cloud Kitchen,1,3,0,15,13.2,12.9,20.7,15.7,20.7,32.699917181995815,0,0.0,0.29999999999999893,0
ORD_005871,2024-02-18 17:05:00,Night/Dinner,1,Quick Service/Kiosk,0,7,10,6,29.6,32.8,31.6,34.9,32.8,58.8,0,1.1999999999999957,3.1999999999999957,0
ORD_005872,2024-02-09 19:28:00,Night/Dinner,0,Dine-in Restaurant,0,1,12,8,5.2,10.0,8.8,10.7,10.0,31.0,0,1.1999999999999993,4.8,0
ORD_005873,2024-02-28 23:09:00,Late Night,0,Dine-in Restaurant,1,5,17,5,20.3,20.6,23.0,23.9,23.0,38.970136746749475,0,0.0,0.3000000000000007,0
ORD_005874,2024-02-04 14:03:00,Day/Lunch,1,Dine-in Restaurant,0,3,55,27,12.4,36.6,5.5,37.6,36.6,57.6,0,31.1,24.200000000000003,1
ORD_005875,2024-02-28 15:15:00,Day/Lunch,0,Cloud Kitchen,1,5,0,22,17.4,20.6,22.7,23.9,22.7,38.66033745946172,0,0.0,3.200000000000003,0
ORD_005876,2024-02-18 10:42:00,Morning,1,Dine-in Restaurant,0,4,13,12,16.3,23.5,17.3,25.4,23.5,45.5,0,6.199999999999999,7.199999999999999,0
ORD_005877,2024-02-11 00:56:00,Late Night,1,Quick Service/Kiosk,0,6,12,0,26.7,27.6,35.4,27.8,35.4,58.370369279464825,0,0.0,0.9000000000000021,0
ORD_005878,2024-02-18 16:03:00,Night/Dinner,1,Cloud Kitchen,0,9,0,52,38.3,51.6,43.2,53.6,51.6,77.6,0,8.399999999999999,13.300000000000004,0
ORD_005879,2024-02-17 20:01:00,Night/Dinner,1,Dine-in Restaurant,0,2,65,17,6.8,32.6,13.3,32.8,32.6,57.6,0,19.3,25.8,0
ORD_005880,2024-02-05 00:45:00,Late Night,0,Dine-in Restaurant,0,8,5,3,33.2,34.4,34.4,37.1,34.4,51.4,0,0.0,1.1999999999999957,0
ORD_005881,2024-02-10 21:34:00,Night/Dinner,1,Cloud Kitchen,0,2,0,90,9.0,35.0,13.8,36.5,35.0,53.0,0,21.2,26.0,1
ORD_005882,2024-02-01 14:07:00,Day/Lunch,0,Cloud Kitchen,0,4,0,50,19.4,31.0,25.2,33.8,31.0,58.0,0,5.800000000000001,11.600000000000001,0
ORD_005883,2024-02-11 04:06:00,Late Night,1,Dine-in Restaurant,0,9,18,10,37.9,44.4,45.2,46.6,45.2,58.15354789029767,0,0.0,6.5,0
ORD_005884,2024-02-20 03:49:00,Late Night,0,Dine-in Restaurant,0,4,17,2,16.7,21.7,23.0,22.9,23.0,40.03987968001531,0,0.0,5.0,0
ORD_005885,2024-02-24 10:36:00,Morning,1,Cloud Kitchen,0,7,0,52,29.4,43.6,37.4,45.9,43.6,71.6,0,6.200000000000003,14.200000000000003,0
ORD_005886,2024-02-22 18:23:00,Night/Dinner,0,Cloud Kitchen,0,5,0,22,18.7,26.6,16.9,26.8,26.6,52.6,0,9.700000000000003,7.900000000000002,0
ORD_005887,2024-03-01 12:17:00,Day/Lunch,0,Dine-in Restaurant,1,2,14,12,8.6,13.4,10.3,15.2,13.4,23.4,0,3.0999999999999996,4.800000000000001,0
ORD_005888,2024-02-01 01:27:00,Late Night,0,Dine-in Restaurant,0,8,10,11,36.1,38.3,36.2,39.1,38.3,54.3,0,2.0999999999999943,2.1999999999999957,0
ORD_005889,2024-02-24 11:52:00,Day/Lunch,1,Dine-in Restaurant,0,2,40,4,8.2,21.2,12.2,23.7,21.2,49.2,0,9.0,13.0,0
ORD_005890,2024-02-22 20:27:00,Night/Dinner,0,Quick Service/Kiosk,0,3,6,8,11.3,16.2,12.2,18.9,16.2,35.2,0,4.0,4.899999999999999,0
ORD_005891,2024-02-17 23:25:00,Late Night,1,Dine-in Restaurant,1,7,28,10,30.6,31.0,29.0,32.8,31.0,54.0,0,2.0,0.3999999999999986,0
ORD_005892,2024-02-25 08:58:00,Morning,1,Cloud Kitchen,0,5,0,30,19.4,29.0,18.8,29.8,29.0,40.0,0,10.2,9.600000000000001,0
ORD_005893,2024-02-22 01:13:00,Late Night,0,Cloud Kitchen,0,3,0,17,10.2,17.1,11.6,18.3,17.1,46.1,0,5.500000000000002,6.900000000000002,0
ORD_005894,2024-02-29 11:37:00,Day/Lunch,0,Dine-in Restaurant,1,2,18,14,11.1,15.2,11.9,17.1,15.2,41.2,0,3.299999999999999,4.1,0
ORD_005895,2024-02-27 00:11:00,Late Night,0,Cloud Kitchen,0,6,0,31,23.1,33.3,20.5,34.6,33.3,44.3,0,12.799999999999997,10.199999999999996,0
ORD_005896,2024-02-14 23:58:00,Late Night,0,Dine-in Restaurant,0,1,6,2,3.9,6.4,5.8,8.7,6.4,24.4,0,0.6000000000000005,2.5000000000000004,0
ORD_005897,2024-02-09 03:56:00,Late Night,0,Cloud Kitchen,1,8,0,14,31.6,26.6,34.1,27.7,34.1,58.147551127681766,0,0.0,5.0,0
ORD_005898,2024-02-03 20:04:00,Night/Dinner,1,Cloud Kitchen,0,5,0,50,23.9,35.0,22.6,36.5,35.0,58.0,0,12.399999999999999,11.100000000000001,0
ORD_005899,2024-02-29 09:17:00,Morning,0,Dine-in Restaurant,0,5,14,13,16.0,28.1,15.4,28.7,28.1,54.1,0,12.700000000000001,12.100000000000001,0
ORD_005900,2024-02-21 18:23:00,Night/Dinner,0,Dine-in Restaurant,0,2,14,10,9.2,15.2,18.2,19.7,18.2,37.18588364192149,0,0.0,6.0,0
ORD_005901,2024-02-07 16:26:00,Night/Dinner,0,Cloud Kitchen,0,7,0,11,25.5,31.3,19.2,33.9,31.3,46.3,0,12.100000000000001,5.800000000000001,0
ORD_005902,2024-02-20 07:52:00,Morning,0,Dine-in Restaurant,0,5,27,10,22.2,31.1,24.7,32.2,31.1,41.1,0,6.400000000000002,8.900000000000002,0
ORD_005903,2024-02-11 01:51:00,Late Night,1,Dine-in Restaurant,0,8,12,7,30.9,37.7,41.4,40.6,41.4,60.37839014728942,0,0.0,6.800000000000004,0
ORD_005904,2024-02-20 21:55:00,Night/Dinner,0,Dine-in Restaurant,0,5,50,28,19.5,43.4,20.0,43.5,43.4,57.4,0,23.4,23.9,1
ORD_005905,2024-02-22 06:22:00,Morning,0,Quick Service/Kiosk,0,9,5,3,35.5,38.4,41.8,39.1,41.8,58.80513609315994,0,0.0,2.8999999999999986,0
ORD_005906,2024-02-17 08:12:00,Morning,1,Cloud Kitchen,1,5,0,24,20.2,21.2,14.2,22.4,21.2,44.2,0,7.0,1.0,0
ORD_005907,2024-02-11 15:25:00,Day/Lunch,1,Cloud Kitchen,1,3,0,51,10.1,23.7,3.2,25.0,23.7,38.7,0,20.5,13.6,1
ORD_005908,2024-02-03 23:49:00,Late Night,1,Dine-in Restaurant,0,2,39,6,10.1,21.5,12.1,23.9,21.5,31.5,0,9.4,11.4,0
ORD_005909,2024-02-21 14:39:00,Day/Lunch,0,Dine-in Restaurant,0,5,12,14,18.8,27.8,16.4,30.5,27.8,49.8,0,11.400000000000002,9.0,0
ORD_005910,2024-02-19 13:33:00,Day/Lunch,0,Dine-in Restaurant,0,5,58,8,19.2,39.8,24.3,40.7,39.8,60.8,0,15.499999999999996,20.599999999999998,0
ORD_005911,2024-02-17 10:43:00,Morning,1,Dine-in Restaurant,0,6,12,6,22.0,29.4,25.8,31.3,29.4,45.4,0,3.599999999999998,7.399999999999999,0
ORD_005912,2024-02-16 05:35:00,Late Night,0,Cloud Kitchen,1,2,0,32,10.1,15.2,21.1,22.4,21.1,43.07321875598316,0,0.0,5.1,0
ORD_005913,2024-02-21 15:21:00,Day/Lunch,0,Cloud Kitchen,1,5,0,13,19.6,17.9,25.2,18.4,25.2,48.15771368763514,0,0.0,1.7000000000000028,0
ORD_005914,2024-02-25 02:26:00,Late Night,1,Dine-in Restaurant,0,1,27,10,7.1,15.1,8.3,16.1,15.1,27.1,0,6.799999999999999,8.0,0
ORD_005915,2024-02-26 01:20:00,Late Night,0,Cloud Kitchen,0,3,0,15,5.9,16.5,10.5,16.6,16.5,28.5,0,6.0,10.6,0
ORD_005916,2024-02-13 11:01:00,Day/Lunch,0,Dine-in Restaurant,1,3,13,6,13.6,14.1,15.1,15.0,15.1,39.08730240234026,0,0.0,0.5,0
ORD_005917,2024-02-23 01:02:00,Late Night,0,Dine-in Restaurant,1,3,11,14,9.6,15.9,5.1,16.2,15.9,37.9,0,10.8,6.300000000000001,0
ORD_005918,2024-02-24 11:07:00,Day/Lunch,1,Quick Service/Kiosk,0,3,0,1,10.5,12.3,16.3,15.0,16.3,33.34783723531059,0,0.0,1.8000000000000007,0
ORD_005919,2024-02-01 14:27:00,Day/Lunch,0,Cloud Kitchen,0,8,0,58,32.0,49.4,36.7,52.1,49.4,72.4,0,12.699999999999996,17.4,0
ORD_005920,2024-02-11 22:25:00,Late Night,1,Cloud Kitchen,0,1,0,28,5.3,12.4,3.8,14.4,12.4,24.4,0,8.600000000000001,7.1000000000000005,0
ORD_005921,2024-02-17 11:19:00,Day/Lunch,1,Dine-in Restaurant,1,6,40,19,29.7,34.5,39.4,41.4,39.4,56.42169570453643,0,0.0,4.800000000000001,0
ORD_005922,2024-02-06 07:40:00,Morning,0,Dine-in Restaurant,0,6,10,5,22.5,28.5,21.1,30.2,28.5,51.5,0,7.399999999999999,6.0,0
ORD_005923,2024-02-11 20:12:00,Night/Dinner,1,Dine-in Restaurant,1,1,30,35,2.7,22.3,13.8,22.9,22.3,49.3,0,8.5,19.6,0
ORD_005924,2024-02-16 15:11:00,Day/Lunch,0,Quick Service/Kiosk,0,1,6,4,2.7,7.0,4.2,9.7,7.0,28.0,0,2.8,4.3,0
ORD_005925,2024-02-27 17:05:00,Night/Dinner,0,Cloud Kitchen,1,3,0,30,11.2,17.4,4.9,18.0,17.4,37.4,0,12.499999999999998,6.199999999999999,0
ORD_005926,2024-02-10 06:03:00,Morning,1,Dine-in Restaurant,0,8,27,18,34.1,45.5,45.5,46.3,45.5,64.5,0,0.0,11.399999999999999,0
ORD_005927,2024-02-08 10:37:00,Morning,0,Quick Service/Kiosk,0,6,6,2,24.2,26.4,31.5,28.4,31.5,41.45413363639534,0,0.0,2.1999999999999993,0
ORD_005928,2024-02-10 20:28:00,Night/Dinner,1,Dine-in Restaurant,0,4,65,12,19.3,39.1,26.1,39.5,39.1,56.1,0,13.0,19.8,0
ORD_005929,2024-02-25 05:36:00,Late Night,1,Cloud Kitchen,0,5,0,48,22.7,34.4,11.6,36.2,34.4,47.4,0,22.799999999999997,11.7,1
ORD_005930,2024-02-07 03:14:00,Late Night,0,Dine-in Restaurant,0,3,9,8,13.4,17.1,4.8,18.0,17.1,45.1,0,12.3,3.700000000000001,0
